Player,Guild,Kills,Deaths,Fame
AnaaliBlugi,Line Breakers,45,7,1943210
Gauczini,Fuego,77,12,11639481
HankoBrat,DNA,32,5,5875292
BALR0G,Priority,32,5,1542810
Miaoula,Treasure Hunt,32,5,782983
Twiixou,DNA,32,5,3076255
Matexor,Judge,32,5,7477015
XEMO8,Sevran,32,5,14972113
KingFlush,Wild Rhino,134,21,6759244
GreedyFarm,G2U,51,8,6908919
LittleGirlSocks,EightFours,89,14,15033951
Hankaskakanka,WIPEEE,19,3,1508241
Chakrei,Treasure Hunt,57,9,12705487
Ronnin,Poci Sentar,19,3,406034
GLadiusDiaboli,DaraVur,38,6,2592076
Samus225,1Clap 1Dream,19,3,5273752
DESTHGUN,Only Blood,19,3,1087356
ElColonel,Loyal Guards,38,6,2638094
Dolaa,EightFours,19,3,2322120
Largo,Insane,19,3,3282913
Ghunja,N O R T H,19,3,208455
Archer00,Rewind,19,3,534927
canapka,Sevran,38,6,5991604
Alaymeiz,AllYouCanIT,82,13,13555017
Shizuo,DUBAI EXPRESS,88,14,17738447
suzuya,PEPE SHNEINE WOTAFA,25,4,4538641
uvb,EightFours,25,4,1978257
Kalibre,Squirtle Squad,50,8,7198649
Algos3446,Legio Potens,25,4,467865
Monti,JOURNEY TOGETHER,25,4,11058010
Organdar,Panico,25,4,3802352
Solaance,Holy Company,106,17,14071812
banana339,The Buisness,31,5,2077790
suin,DSQ,31,5,1386961
Deeptricks,cocorrico,31,5,3026644
KingOkar,PEPE SHNEINE WOTAFA,37,6,9117895
